filename,filepath,img_height,img_width,text_detected,ocr,coordinates,text_height,text_width,sentiment
1379.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1379.jpg,600,600,False,,[],0,0,positive
138.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/138.jpg,600,600,False,,[],0,0,neutral
1380.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1380.jpg,426,599,False,,[],0,0,negative
1381.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1381.jpg,886,599,True,"nal
tional
tival""
tif","[{'x': 0, 'y': 16}, {'x': 598, 'y': 16}, {'x': 598, 'y': 341}, {'x': 0, 'y': 341}]",325,598,neutral
1382.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1382.jpg,520,520,True,"AGANT
MICHAEL
RS
60
10","[{'x': 190, 'y': 33}, {'x': 461, 'y': 33}, {'x': 461, 'y': 337}, {'x': 190, 'y': 337}]",304,271,positive
1383.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1383.jpg,499,376,False,,[],0,0,neutral
1384.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1384.jpg,600,600,False,,[],0,0,neutral
1385.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1385.jpg,600,600,False,,[],0,0,negative
1386.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1386.jpg,950,570,True,Twitter,"[{'x': 535, 'y': 940}, {'x': 566, 'y': 940}, {'x': 566, 'y': 947}, {'x': 535, 'y': 947}]",7,31,positive
1387.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1387.jpg,800,600,True,"ARY
PAL NETWORK
श","[{'x': 0, 'y': 389}, {'x': 351, 'y': 389}, {'x': 351, 'y': 527}, {'x': 0, 'y': 527}]",138,351,positive
1388.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1388.jpg,914,600,False,,[],0,0,neutral
1389.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1389.jpg,337,599,False,,[],0,0,positive
139.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/139.jpg,100,70,False,,[],0,0,positive
1390.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1390.jpg,800,600,True,"naar
Fully Revised Fourth Edition
THE NEW OXFORD
ANNOTATED BIBLE
New Revised
Standard Version
With The Apocrypha
College Edition
An Ecumenical Study Bible
a
erte","[{'x': 202, 'y': 2}, {'x': 599, 'y': 2}, {'x': 599, 'y': 499}, {'x': 202, 'y': 499}]",497,397,neutral
1391.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1391.jpg,800,600,False,,[],0,0,neutral
1392.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1392.jpg,800,600,False,,[],0,0,positive
1393.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1393.jpg,399,599,False,,[],0,0,positive
1394.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1394.jpg,800,600,False,,[],0,0,positive
1395.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1395.jpg,450,600,False,,[],0,0,positive
1396.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1396.jpg,407,600,False,,[],0,0,negative
1397.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1397.jpg,620,599,True,"INTERNATIONAL NEW YORK TIMES
WHY
SHOULD MY
TAXES PAY
FOR ROADS
AND BRIDGES
?
DDDDDDD
WHEN I
DON'T REALLY
USE THEM?
sola1214 mbg hours):90901
CHAPPATTE","[{'x': 12, 'y': 49}, {'x': 595, 'y': 49}, {'x': 595, 'y': 558}, {'x': 12, 'y': 558}]",509,583,positive
1398.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1398.jpg,600,600,False,,[],0,0,positive
1399.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1399.jpg,557,459,True,I WON'T EAT.,"[{'x': 68, 'y': 225}, {'x': 400, 'y': 225}, {'x': 400, 'y': 269}, {'x': 68, 'y': 269}]",44,332,positive
14.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/14.jpg,800,600,True,"MAIN
STAGE
pennis
WAY
ForD
อาย","[{'x': 120, 'y': 245}, {'x': 547, 'y': 245}, {'x': 547, 'y': 427}, {'x': 120, 'y': 427}]",182,427,positive
140.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/140.jpg,199,599,False,,[],0,0,positive
1400.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1400.jpg,450,600,True,"LYCEUM
DISGRACED
DISGRACED","[{'x': 1, 'y': 63}, {'x': 445, 'y': 63}, {'x': 445, 'y': 304}, {'x': 1, 'y': 304}]",241,444,negative
1401.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1401.jpg,450,600,True,"A special Prada project created exclusively for LOVE.
in which Kim Kardashian West wears the new spring collection
alongside spring/summer 2012 pieces remade in this season's fabrics
and archive Prada and Miu Miu
""I like to see my clothes worn in a different way on someone unexpected.""
says Miuccia Prada
KIM
WEARS
PRADA","[{'x': 14, 'y': 49}, {'x': 269, 'y': 49}, {'x': 269, 'y': 301}, {'x': 14, 'y': 301}]",252,255,neutral
1402.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1402.jpg,450,600,False,,[],0,0,negative
1403.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1403.jpg,847,600,True,"2013
Winner
PULITZER
Prize
Drama
BY AYAD AKHTAR
DISGRACED
NORMAN STEHR | BRONWYNN
MERTZ-PENZINGER | LYNNE ANN
WILLIAMS | DAVE
DAVID A. RODRIGUEZ
MOSKIN |
Director: Joanna Godwin-Seidl
vienna
Premiere 9. February 2015
Further shows 10. February until 21. February 2015
Theater Drachengasse Bar & Co
Fleischmarkt 22, 1010 Wien
Tickets: Tel.: 01/5131444, Mail: karten@drachengasse.at
Online: www.drachengasse.at/karten.asp
WWW.VIENNATHEATREPROJECT.COM
BAR
theatre & CO
projectENGASSE
THEATER
Couch SOXESOTA
Tere
9000
Photo Marcel Jatr","[{'x': 15, 'y': 26}, {'x': 593, 'y': 26}, {'x': 593, 'y': 841}, {'x': 15, 'y': 841}]",815,578,negative
1404.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1404.jpg,600,600,True,"ROONEY MARA is TIGER LILY
IT'LL MAKE YOU FALL IN LOVE WITH
RACISM ALL OVER AGAIN.
EVERY
LEGEND HAS
A BEGINNING.
PAN
SUMMER 2015","[{'x': 214, 'y': 37}, {'x': 378, 'y': 37}, {'x': 378, 'y': 543}, {'x': 214, 'y': 543}]",506,164,negative
1405.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1405.jpg,600,600,True,MATTR,"[{'x': 80, 'y': 177}, {'x': 90, 'y': 177}, {'x': 90, 'y': 219}, {'x': 80, 'y': 219}]",42,10,negative
1406.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1406.jpg,373,599,False,,[],0,0,negative
1407.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1407.jpg,450,600,True,mark harris (mark nick@yahoo.com),"[{'x': 274, 'y': 414}, {'x': 571, 'y': 414}, {'x': 571, 'y': 432}, {'x': 274, 'y': 432}]",18,297,positive
1408.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1408.jpg,720,405,True,"Pelecking & Delicior
Flavored
San Miguel
Apple
Mon
Beer","[{'x': 163, 'y': 42}, {'x': 273, 'y': 42}, {'x': 273, 'y': 146}, {'x': 163, 'y': 146}]",104,110,positive
1409.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1409.jpg,600,600,False,,[],0,0,negative
141.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/141.jpg,600,600,True,Pioneer,"[{'x': 465, 'y': 490}, {'x': 592, 'y': 490}, {'x': 592, 'y': 509}, {'x': 465, 'y': 509}]",19,127,positive
1410.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1410.jpg,435,600,True,Sein Dogganseandoggan.com,"[{'x': 434, 'y': 415}, {'x': 541, 'y': 415}, {'x': 541, 'y': 423}, {'x': 434, 'y': 423}]",8,107,negative
1411.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1411.jpg,600,600,True,"VII VII
XXX
XI XII","[{'x': 191, 'y': 161}, {'x': 307, 'y': 161}, {'x': 307, 'y': 352}, {'x': 191, 'y': 352}]",191,116,negative
1412.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1412.jpg,337,599,False,,[],0,0,negative
1413.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1413.jpg,738,554,False,,[],0,0,negative
1414.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1414.jpg,600,600,True,"ত
Want
You
To
Know
RHEA FRANCANI","[{'x': 15, 'y': 60}, {'x': 581, 'y': 60}, {'x': 581, 'y': 584}, {'x': 15, 'y': 584}]",524,566,positive
1415.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1415.jpg,337,599,False,,[],0,0,positive
1416.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1416.jpg,600,600,False,,[],0,0,positive
1417.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1417.jpg,450,600,False,,[],0,0,positive
1418.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1418.jpg,600,600,True,"m
cseresznye
Hathoz
oklorid
megfázás
enyhítésére
tásra
s enyhítésére
ra","[{'x': 0, 'y': 12}, {'x': 216, 'y': 12}, {'x': 216, 'y': 540}, {'x': 0, 'y': 540}]",528,216,negative
1419.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1419.jpg,1024,576,False,,[],0,0,positive
142.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/142.jpg,256,256,True,g+,"[{'x': 57, 'y': 64}, {'x': 186, 'y': 64}, {'x': 186, 'y': 186}, {'x': 57, 'y': 186}]",122,129,negative
1420.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1420.jpg,600,600,True,SEM,"[{'x': 131, 'y': 0}, {'x': 302, 'y': 0}, {'x': 302, 'y': 70}, {'x': 131, 'y': 70}]",70,171,positive
1421.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1421.jpg,592,592,True,"10
A child can teach
us three things:
1] To be happy
for no reason
2] To always be
curious
3] To fight
tirelessly for
something
Paulo Coelho","[{'x': 253, 'y': 54}, {'x': 571, 'y': 54}, {'x': 571, 'y': 571}, {'x': 253, 'y': 571}]",517,318,positive
1422.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1422.jpg,600,600,False,,[],0,0,positive
1423.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1423.jpg,600,600,True,"5 SECONDS
OF SUMMER
rock
OUT
A
with your
SOCKS
Out
2015
LA","[{'x': 97, 'y': 43}, {'x': 582, 'y': 43}, {'x': 582, 'y': 581}, {'x': 97, 'y': 581}]",538,485,negative
1424.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1424.jpg,600,600,False,,[],0,0,positive
1425.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1425.jpg,600,600,True,EIN,"[{'x': 332, 'y': 368}, {'x': 373, 'y': 368}, {'x': 373, 'y': 398}, {'x': 332, 'y': 398}]",30,41,positive
1426.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1426.jpg,450,600,False,,[],0,0,positive
1427.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1427.jpg,600,600,True,"זיון
FRANKIE
(Pankibelle) MUA","[{'x': 4, 'y': 4}, {'x': 569, 'y': 4}, {'x': 569, 'y': 269}, {'x': 4, 'y': 269}]",265,565,positive
1428.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1428.jpg,596,600,False,,[],0,0,positive
1429.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1429.jpg,800,600,True,PIN,"[{'x': 304, 'y': 737}, {'x': 320, 'y': 737}, {'x': 320, 'y': 747}, {'x': 304, 'y': 747}]",10,16,negative
143.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/143.jpg,369,600,True,"A ""flash crash"" or some other
extreme market fluctuation can't
hurt an investor any more than an
erratic and mouthy neighbor can
hurt my farm investment.
Indeed, tumbling markets can be
helpful to the true investor if he
has cash available when prices
get far out of line with values.
A climate of fear is your friend
when investing; a euphoric world
is your enemy.
Warren Buffett
@EdMatts","[{'x': 13, 'y': 21}, {'x': 259, 'y': 21}, {'x': 259, 'y': 341}, {'x': 13, 'y': 341}]",320,246,positive
1430.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1430.jpg,337,599,True,"R CANADA
nterprise
2
8200
(icaCola","[{'x': 4, 'y': 103}, {'x': 530, 'y': 103}, {'x': 530, 'y': 168}, {'x': 4, 'y': 168}]",65,526,positive
1431.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1431.jpg,720,480,True,"HEY KANYE
CALIN
lack
Solie
F
RUMQURUM
PRAY TO GOD
THAT I NEVER WIN A GRAMMY","[{'x': 49, 'y': 20}, {'x': 439, 'y': 20}, {'x': 439, 'y': 699}, {'x': 49, 'y': 699}]",679,390,positive
1432.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1432.jpg,550,498,False,,[],0,0,neutral
1433.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1433.jpg,600,600,True,"Me 3
Esmu
You were the beat of my 3.
TRUE","[{'x': 47, 'y': 34}, {'x': 570, 'y': 34}, {'x': 570, 'y': 577}, {'x': 47, 'y': 577}]",543,523,negative
1434.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1434.jpg,800,600,True,B 6 12,"[{'x': 442, 'y': 747}, {'x': 574, 'y': 747}, {'x': 574, 'y': 772}, {'x': 442, 'y': 772}]",25,132,negative
1435.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1435.jpg,600,600,True,nnr,"[{'x': 0, 'y': 203}, {'x': 54, 'y': 203}, {'x': 54, 'y': 217}, {'x': 0, 'y': 217}]",14,54,negative
1436.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1436.jpg,409,599,True,"OBAMA
RE
PELOSI","[{'x': 95, 'y': 16}, {'x': 549, 'y': 16}, {'x': 549, 'y': 176}, {'x': 95, 'y': 176}]",160,454,positive
1437.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1437.jpg,400,600,True,Mendo Blav,"[{'x': 528, 'y': 9}, {'x': 587, 'y': 9}, {'x': 587, 'y': 18}, {'x': 528, 'y': 18}]",9,59,positive
1438.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1438.jpg,600,600,True,bill morris,"[{'x': 489, 'y': 574}, {'x': 585, 'y': 574}, {'x': 585, 'y': 587}, {'x': 489, 'y': 587}]",13,96,negative
1439.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1439.jpg,800,600,True,EMERGENCY EXIT BREAK GLASS,"[{'x': 57, 'y': 61}, {'x': 203, 'y': 61}, {'x': 203, 'y': 76}, {'x': 57, 'y': 76}]",15,146,positive
144.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/144.jpg,384,600,True,"Q
ONLY","[{'x': 0, 'y': 87}, {'x': 196, 'y': 87}, {'x': 196, 'y': 244}, {'x': 0, 'y': 244}]",157,196,positive
1440.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1440.jpg,600,600,False,,[],0,0,positive
1441.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1441.jpg,600,600,False,,[],0,0,positive
1442.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1442.jpg,600,600,True,"by: Jonaxx
""I've seen Noah in all his naked
glory but this Noah in front of me
right now is scary hot.""
from WORTHLESS
jonaxx
wattpad
Available on Android and iOS","[{'x': 74, 'y': 0}, {'x': 528, 'y': 0}, {'x': 528, 'y': 575}, {'x': 74, 'y': 575}]",575,454,positive
1443.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1443.jpg,400,599,False,,[],0,0,positive
1444.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1444.jpg,1024,576,False,,[],0,0,positive
1445.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1445.jpg,800,600,True,"29 Hopd
O
la 138 pla","[{'x': 4, 'y': 555}, {'x': 370, 'y': 555}, {'x': 370, 'y': 596}, {'x': 4, 'y': 596}]",41,366,positive
1446.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1446.jpg,800,600,True,"Ctrl
CHOBANI","[{'x': 42, 'y': 458}, {'x': 254, 'y': 458}, {'x': 254, 'y': 768}, {'x': 42, 'y': 768}]",310,212,positive
1447.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1447.jpg,368,491,False,,[],0,0,positive
1448.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1448.jpg,260,346,False,,[],0,0,positive
1449.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1449.jpg,600,600,False,,[],0,0,positive
145.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/145.jpg,600,600,False,,[],0,0,neutral
1450.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1450.jpg,750,535,True,SPA,"[{'x': 388, 'y': 378}, {'x': 446, 'y': 378}, {'x': 446, 'y': 435}, {'x': 388, 'y': 435}]",57,58,positive
1451.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1451.jpg,600,600,False,,[],0,0,positive
1452.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1452.jpg,600,600,True,"Hazel Tree Photography
With Emily Sisk
Welcome Home, Ezra! *Sneak Peek* Oct 13,
2014
View Full Size Send as Message · Report
Photo","[{'x': 81, 'y': 408}, {'x': 529, 'y': 408}, {'x': 529, 'y': 591}, {'x': 81, 'y': 591}]",183,448,neutral
1453.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1453.jpg,450,600,True,"Mr & Mrs Grundling
BMW X5","[{'x': 36, 'y': 29}, {'x': 545, 'y': 29}, {'x': 545, 'y': 407}, {'x': 36, 'y': 407}]",378,509,positive
1454.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1454.jpg,600,600,True,LET,"[{'x': 49, 'y': 331}, {'x': 81, 'y': 331}, {'x': 81, 'y': 345}, {'x': 49, 'y': 345}]",14,32,positive
1455.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1455.jpg,332,500,False,,[],0,0,positive
1456.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1456.jpg,842,484,True,"2000 BC
2000 AD","[{'x': 108, 'y': 29}, {'x': 304, 'y': 29}, {'x': 304, 'y': 486}, {'x': 108, 'y': 486}]",457,196,positive
1457.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1457.jpg,1032,581,True,"Welcom
forty
Perry Timms
adju
W
People & Transform
Changing the world of work: one c
HR: The Chang
People Pow
and a new form of
#GivebackUK","[{'x': 41, 'y': 0}, {'x': 580, 'y': 0}, {'x': 580, 'y': 527}, {'x': 41, 'y': 527}]",527,539,positive
1458.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1458.jpg,401,600,False,,[],0,0,neutral
1459.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1459.jpg,337,599,True,"HE MOVEMENT
DEVENTS HUMAN MENTA
TO A FORCE THAT
PINS THE GLOBE
THE MOVEMENT
TRAMPLES DOWN WALES
AND ERADICATES RE
MOVEMENT","[{'x': 0, 'y': 29}, {'x': 409, 'y': 29}, {'x': 409, 'y': 66}, {'x': 0, 'y': 66}]",37,409,positive
146.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/146.jpg,799,599,True,"S
Ⓡ
SHARE
SIZE
ize Candies
ficia
202.1y)","[{'x': 0, 'y': 202}, {'x': 444, 'y': 202}, {'x': 444, 'y': 532}, {'x': 0, 'y': 532}]",330,444,positive
1460.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1460.jpg,337,599,False,,[],0,0,positive
1461.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1461.jpg,450,600,True,"0.00
029
The Bachelor
2:33","[{'x': 175, 'y': 265}, {'x': 483, 'y': 265}, {'x': 483, 'y': 295}, {'x': 175, 'y': 295}]",30,308,positive
1462.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1462.jpg,447,444,True,"§3
怒
Life's truest happiness is found
in the friendships we make
along the way","[{'x': 6, 'y': 157}, {'x': 439, 'y': 157}, {'x': 439, 'y': 444}, {'x': 6, 'y': 444}]",287,433,neutral
1463.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1463.jpg,600,600,True,THICK,"[{'x': 71, 'y': 249}, {'x': 514, 'y': 249}, {'x': 514, 'y': 403}, {'x': 71, 'y': 403}]",154,443,neutral
1464.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1464.jpg,800,600,True,GOOR G,"[{'x': 472, 'y': 234}, {'x': 520, 'y': 234}, {'x': 520, 'y': 251}, {'x': 472, 'y': 251}]",17,48,negative
1465.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1465.jpg,600,600,False,,[],0,0,positive
1466.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1466.jpg,600,600,True,"AGNEZ MO
ROCKS USA!
LEA
CLEA","[{'x': 0, 'y': 53}, {'x': 599, 'y': 53}, {'x': 599, 'y': 522}, {'x': 0, 'y': 522}]",469,599,positive
1467.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1467.jpg,400,600,False,,[],0,0,positive
1468.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1468.jpg,800,600,True,"0000
900
RPS-50
IDC-50%
FDM-
LAW-B
MAN-
SOF-Ba","[{'x': 12, 'y': 324}, {'x': 599, 'y': 324}, {'x': 599, 'y': 799}, {'x': 12, 'y': 799}]",475,587,negative
1469.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1469.jpg,1024,577,True,"3
OOOOON","[{'x': 18, 'y': 114}, {'x': 548, 'y': 114}, {'x': 548, 'y': 807}, {'x': 18, 'y': 807}]",693,530,positive
147.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/147.jpg,640,571,True,"Just
NEW YORK POST sta
TUESDAY, FEBRUARY 10, 2015 / Clearing, 41' / Weather: P. 14 LATE CITY FINALI nypost.com
Buck!
$1.00
DATE
WITH
DEATH
Kin to let Bobbi
die on same
day as Whitney
EXCLUSIVE
Bobbi Kristina Brown's rela-
tives have made the anguished
decision to take her off life sup
port, but want it done tomorrow
so she can die on the same
date as ber mom, Whitney Hous-
ton (above left, with a young
Bobbil, sources told The Post.
The idea was floated by matri-
arch Cissy Houston and has the
blessing of the Brown family
SEE PAGE 5","[{'x': 1, 'y': 1}, {'x': 570, 'y': 1}, {'x': 570, 'y': 624}, {'x': 1, 'y': 624}]",623,569,positive
1470.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1470.jpg,600,600,True,"SOPRANO
NOXL
Alma
ClearSkin
TM
Ima
Laser
TM
arLif
PRANO
Cle","[{'x': 0, 'y': 5}, {'x': 550, 'y': 5}, {'x': 550, 'y': 583}, {'x': 0, 'y': 583}]",578,550,positive
1471.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1471.jpg,384,600,True,"Lyfe
Lyfe Tea
14 De
Exrning Desen Tre
Lyfe Tea
Lyfe Tea
Lyfe Tea
Get a Lyfel
Lyfe Tea
14 De MoTo","[{'x': 2, 'y': 13}, {'x': 571, 'y': 13}, {'x': 571, 'y': 372}, {'x': 2, 'y': 372}]",359,569,positive
1472.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1472.jpg,600,600,True,"DUCK COMMANDER
Devotions
for Kids","[{'x': 348, 'y': 336}, {'x': 454, 'y': 336}, {'x': 454, 'y': 400}, {'x': 348, 'y': 400}]",64,106,positive
1473.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1473.jpg,600,600,False,,[],0,0,neutral
1474.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1474.jpg,450,600,True,live,"[{'x': 488, 'y': 213}, {'x': 583, 'y': 213}, {'x': 583, 'y': 306}, {'x': 488, 'y': 306}]",93,95,negative
1475.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1475.jpg,302,598,True,"please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please lok
please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please lo
look
look
look
PLEASE LOOK AT ME!!!
look at
me
Sise
look
at
ease
please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please i
please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please log
please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please look at me please loo","[{'x': 0, 'y': 5}, {'x': 596, 'y': 5}, {'x': 596, 'y': 85}, {'x': 0, 'y': 85}]",80,596,positive
1476.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1476.jpg,600,600,True,"17
elislime
Покурить
B
Год
скайп
Goa PoNiCA","[{'x': 2, 'y': 81}, {'x': 525, 'y': 81}, {'x': 525, 'y': 580}, {'x': 2, 'y': 580}]",499,523,neutral
1477.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1477.jpg,449,599,True,WRECKED,"[{'x': 38, 'y': 268}, {'x': 308, 'y': 268}, {'x': 308, 'y': 309}, {'x': 38, 'y': 309}]",41,270,positive
1478.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1478.jpg,337,599,True,"Fear instantly improves
vision & decision-making
coursmos","[{'x': 116, 'y': 40}, {'x': 596, 'y': 40}, {'x': 596, 'y': 316}, {'x': 116, 'y': 316}]",276,480,positive
1479.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1479.jpg,421,599,True,"COURAGE
1
CONQUER FEAR, IGNITE SELF-CONFIDENCE","[{'x': 84, 'y': 7}, {'x': 512, 'y': 7}, {'x': 512, 'y': 398}, {'x': 84, 'y': 398}]",391,428,positive
148.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/148.jpg,705,438,True,00,"[{'x': 45, 'y': 354}, {'x': 62, 'y': 354}, {'x': 62, 'y': 361}, {'x': 45, 'y': 361}]",7,17,positive
1480.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1480.jpg,483,599,True,"HUSH
SOMETHING WAITS IN THE DARKNESS","[{'x': 48, 'y': 9}, {'x': 533, 'y': 9}, {'x': 533, 'y': 436}, {'x': 48, 'y': 436}]",427,485,positive
1481.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1481.jpg,450,600,True,"LEARN TO CONTROL FEAR OR IT WILL CONTROL YOU
FEAR AND DREAMS","[{'x': 112, 'y': 17}, {'x': 528, 'y': 17}, {'x': 528, 'y': 189}, {'x': 112, 'y': 189}]",172,416,positive
1482.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1482.jpg,500,500,True,"Life is a long pilgrimage from Fear to Love.
- Paulo Coelho","[{'x': 53, 'y': 55}, {'x': 471, 'y': 55}, {'x': 471, 'y': 116}, {'x': 53, 'y': 116}]",61,418,positive
1483.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1483.jpg,618,600,True,"6
/11
BAND
CD/AUX
CONFIG
Ноннан
INFO
AS
BACK
FAV
PASSENGER AUR BAG
OFF
MENU
SEL","[{'x': 54, 'y': 26}, {'x': 516, 'y': 26}, {'x': 516, 'y': 489}, {'x': 54, 'y': 489}]",463,462,negative
1484.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1484.jpg,640,480,False,,[],0,0,positive
1485.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1485.jpg,600,600,True,SLAY THE DRAGON,"[{'x': 139, 'y': 456}, {'x': 463, 'y': 456}, {'x': 463, 'y': 482}, {'x': 139, 'y': 482}]",26,324,positive
1486.jpg,/kaggle/input/mvsasingle/MVSA_Single/data/1486.jpg,480,480,False,,[],0,0,negative
