filename,filepath,text-detected,gen-text,sentiment
negative_538.jpeg,/kaggle/input/musait/dataset/basket/negative_538.jpeg,1,,negative
negative_539.jpeg,/kaggle/input/musait/dataset/basket/negative_539.jpeg,1,,negative
negative_540.jpeg,/kaggle/input/musait/dataset/basket/negative_540.jpeg,1,,negative
negative_542.jpeg,/kaggle/input/musait/dataset/basket/negative_542.jpeg,1,,negative
negative_545.jpeg,/kaggle/input/musait/dataset/basket/negative_545.jpeg,1,,negative
negative_546.jpeg,/kaggle/input/musait/dataset/basket/negative_546.jpeg,1,,negative
negative_547.jpeg,/kaggle/input/musait/dataset/basket/negative_547.jpeg,1,,negative
negative_549.jpg,/kaggle/input/musait/dataset/basket/negative_549.jpg,1,,negative
negative_551.jpg,/kaggle/input/musait/dataset/basket/negative_551.jpg,1,,negative
negative_552.jpg,/kaggle/input/musait/dataset/basket/negative_552.jpg,1,,negative
negative_554.jpeg,/kaggle/input/musait/dataset/basket/negative_554.jpeg,1,,negative
negative_555.png,/kaggle/input/musait/dataset/basket/negative_555.png,1,,negative
negative_556.jpeg,/kaggle/input/musait/dataset/basket/negative_556.jpeg,1,,negative
negative_557.jpeg,/kaggle/input/musait/dataset/basket/negative_557.jpeg,1,,negative
negative_558.jpg,/kaggle/input/musait/dataset/basket/negative_558.jpg,1,,negative
negative_560.jpeg,/kaggle/input/musait/dataset/basket/negative_560.jpeg,1,,negative
negative_562.jpg,/kaggle/input/musait/dataset/basket/negative_562.jpg,1,,negative
negative_564.jpeg,/kaggle/input/musait/dataset/basket/negative_564.jpeg,1,,negative
negative_565.jpeg,/kaggle/input/musait/dataset/basket/negative_565.jpeg,1,,negative
negative_566.jpeg,/kaggle/input/musait/dataset/basket/negative_566.jpeg,1,,negative
negative_568.jpg,/kaggle/input/musait/dataset/basket/negative_568.jpg,1,,negative
negative_569.jpeg,/kaggle/input/musait/dataset/basket/negative_569.jpeg,1,,negative
negative_570.jpeg,/kaggle/input/musait/dataset/basket/negative_570.jpeg,1,,negative
negative_571.jpeg,/kaggle/input/musait/dataset/basket/negative_571.jpeg,1,,negative
negative_573.jpeg,/kaggle/input/musait/dataset/basket/negative_573.jpeg,1,,negative
negative_574.jpeg,/kaggle/input/musait/dataset/basket/negative_574.jpeg,1,,negative
negative_575.jpg,/kaggle/input/musait/dataset/basket/negative_575.jpg,1,,negative
negative_576.jpg,/kaggle/input/musait/dataset/basket/negative_576.jpg,1,,negative
negative_577.jpg,/kaggle/input/musait/dataset/basket/negative_577.jpg,1,,negative
negative_579.jpg,/kaggle/input/musait/dataset/basket/negative_579.jpg,1,,negative
negative_580.jpg,/kaggle/input/musait/dataset/basket/negative_580.jpg,1,,negative
negative_581.jpg,/kaggle/input/musait/dataset/basket/negative_581.jpg,1,,negative
negative_583.jpg,/kaggle/input/musait/dataset/basket/negative_583.jpg,1,,negative
negative_585.jpg,/kaggle/input/musait/dataset/basket/negative_585.jpg,1,,negative
negative_587.jpg,/kaggle/input/musait/dataset/basket/negative_587.jpg,1,,negative
negative_589.jpeg,/kaggle/input/musait/dataset/basket/negative_589.jpeg,1,,negative
negative_590.jpeg,/kaggle/input/musait/dataset/basket/negative_590.jpeg,1,,negative
negative_591.jpeg,/kaggle/input/musait/dataset/basket/negative_591.jpeg,1,,negative
negative_592.jpg,/kaggle/input/musait/dataset/basket/negative_592.jpg,1,,negative
negative_593.jpeg,/kaggle/input/musait/dataset/basket/negative_593.jpeg,1,,negative
negative_594.jpg,/kaggle/input/musait/dataset/basket/negative_594.jpg,1,,negative
negative_596.jpg,/kaggle/input/musait/dataset/basket/negative_596.jpg,1,,negative
negative_597.jpeg,/kaggle/input/musait/dataset/basket/negative_597.jpeg,1,,negative
negative_598.jpeg,/kaggle/input/musait/dataset/basket/negative_598.jpeg,1,,negative
negative_599.jpeg,/kaggle/input/musait/dataset/basket/negative_599.jpeg,1,,negative
negative_600.jpeg,/kaggle/input/musait/dataset/basket/negative_600.jpeg,1,,negative
negative_601.jpeg,/kaggle/input/musait/dataset/basket/negative_601.jpeg,1,,negative
negative_603.jpeg,/kaggle/input/musait/dataset/basket/negative_603.jpeg,1,,negative
negative_605.jpg,/kaggle/input/musait/dataset/basket/negative_605.jpg,1,,negative
negative_606.jpg,/kaggle/input/musait/dataset/basket/negative_606.jpg,1,,negative
negative_609.jpg,/kaggle/input/musait/dataset/basket/negative_609.jpg,1,,negative
negative_610.jpg,/kaggle/input/musait/dataset/basket/negative_610.jpg,1,,negative
negative_612.jpg,/kaggle/input/musait/dataset/basket/negative_612.jpg,1,,negative
negative_614.jpg,/kaggle/input/musait/dataset/basket/negative_614.jpg,1,,negative
negative_615.jpg,/kaggle/input/musait/dataset/basket/negative_615.jpg,1,,negative
negative_618.jpg,/kaggle/input/musait/dataset/basket/negative_618.jpg,1,,negative
negative_619.jpeg,/kaggle/input/musait/dataset/basket/negative_619.jpeg,1,,negative
negative_620.jpeg,/kaggle/input/musait/dataset/basket/negative_620.jpeg,1,,negative
negative_621.jpeg,/kaggle/input/musait/dataset/basket/negative_621.jpeg,1,,negative
negative_622.jpeg,/kaggle/input/musait/dataset/basket/negative_622.jpeg,1,,negative
negative_623.jpg,/kaggle/input/musait/dataset/basket/negative_623.jpg,1,,negative
negative_626.jpg,/kaggle/input/musait/dataset/basket/negative_626.jpg,1,,negative
negative_627.jpg,/kaggle/input/musait/dataset/basket/negative_627.jpg,1,,negative
negative_629.jpeg,/kaggle/input/musait/dataset/basket/negative_629.jpeg,1,,negative
negative_631.jpeg,/kaggle/input/musait/dataset/basket/negative_631.jpeg,1,,negative
negative_633.jpg,/kaggle/input/musait/dataset/basket/negative_633.jpg,1,,negative
negative_634.jpg,/kaggle/input/musait/dataset/basket/negative_634.jpg,1,,negative
negative_635.jpg,/kaggle/input/musait/dataset/basket/negative_635.jpg,1,,negative
negative_636.jpg,/kaggle/input/musait/dataset/basket/negative_636.jpg,1,,negative
negative_637.jpg,/kaggle/input/musait/dataset/basket/negative_637.jpg,1,,negative
negative_638.jpg,/kaggle/input/musait/dataset/basket/negative_638.jpg,1,,negative
negative_639.jpg,/kaggle/input/musait/dataset/basket/negative_639.jpg,1,,negative
negative_640.jpg,/kaggle/input/musait/dataset/basket/negative_640.jpg,1,,negative
negative_641.jpg,/kaggle/input/musait/dataset/basket/negative_641.jpg,1,,negative
negative_642.jpg,/kaggle/input/musait/dataset/basket/negative_642.jpg,1,,negative
negative_643.jpg,/kaggle/input/musait/dataset/basket/negative_643.jpg,1,,negative
negative_644.jpg,/kaggle/input/musait/dataset/basket/negative_644.jpg,1,,negative
negative_645.jpg,/kaggle/input/musait/dataset/basket/negative_645.jpg,1,,negative
negative_646.JPG,/kaggle/input/musait/dataset/basket/negative_646.JPG,1,,negative
negative_647.jpg,/kaggle/input/musait/dataset/basket/negative_647.jpg,1,,negative
negative_648.jpg,/kaggle/input/musait/dataset/basket/negative_648.jpg,1,,negative
negative_649.jpg,/kaggle/input/musait/dataset/basket/negative_649.jpg,1,,negative
negative_650.jpg,/kaggle/input/musait/dataset/basket/negative_650.jpg,1,,negative
negative_651.jpg,/kaggle/input/musait/dataset/basket/negative_651.jpg,1,,negative
negative_652.jpg,/kaggle/input/musait/dataset/basket/negative_652.jpg,1,,negative
negative_653.jpg,/kaggle/input/musait/dataset/basket/negative_653.jpg,1,,negative
negative_654.jpg,/kaggle/input/musait/dataset/basket/negative_654.jpg,1,,negative
negative_655.jpg,/kaggle/input/musait/dataset/basket/negative_655.jpg,1,,negative
negative_656.jpg,/kaggle/input/musait/dataset/basket/negative_656.jpg,1,,negative
negative_657.jpg,/kaggle/input/musait/dataset/basket/negative_657.jpg,1,,negative
negative_658.jpg,/kaggle/input/musait/dataset/basket/negative_658.jpg,1,,negative
negative_659.jpg,/kaggle/input/musait/dataset/basket/negative_659.jpg,1,,negative
negative_660.jpg,/kaggle/input/musait/dataset/basket/negative_660.jpg,1,,negative
negative_661.jpg,/kaggle/input/musait/dataset/basket/negative_661.jpg,1,,negative
negative_662.jpg,/kaggle/input/musait/dataset/basket/negative_662.jpg,1,,negative
negative_663.jpg,/kaggle/input/musait/dataset/basket/negative_663.jpg,1,,negative
negative_664.jpg,/kaggle/input/musait/dataset/basket/negative_664.jpg,1,,negative
negative_665.jpg,/kaggle/input/musait/dataset/basket/negative_665.jpg,1,,negative
negative_666.jpg,/kaggle/input/musait/dataset/basket/negative_666.jpg,1,,negative
negative_667.jpg,/kaggle/input/musait/dataset/basket/negative_667.jpg,1,,negative
negative_668.jpg,/kaggle/input/musait/dataset/basket/negative_668.jpg,1,,negative
negative_669.jpg,/kaggle/input/musait/dataset/basket/negative_669.jpg,1,,negative
negative_670.jpg,/kaggle/input/musait/dataset/basket/negative_670.jpg,1,,negative
negative_671.jpg,/kaggle/input/musait/dataset/basket/negative_671.jpg,1,,negative
negative_672.jpg,/kaggle/input/musait/dataset/basket/negative_672.jpg,1,,negative
negative_673.jpg,/kaggle/input/musait/dataset/basket/negative_673.jpg,1,,negative
negative_674.jpg,/kaggle/input/musait/dataset/basket/negative_674.jpg,1,,negative
negative_675.jpg,/kaggle/input/musait/dataset/basket/negative_675.jpg,1,,negative
negative_676.jpg,/kaggle/input/musait/dataset/basket/negative_676.jpg,1,,negative
negative_677.jpg,/kaggle/input/musait/dataset/basket/negative_677.jpg,1,,negative
negative_678.jpeg,/kaggle/input/musait/dataset/basket/negative_678.jpeg,1,,negative
negative_679.jpg,/kaggle/input/musait/dataset/basket/negative_679.jpg,1,,negative
negative_680.jpg,/kaggle/input/musait/dataset/basket/negative_680.jpg,1,,negative
negative_681.jpg,/kaggle/input/musait/dataset/basket/negative_681.jpg,1,,negative
negative_682.jpg,/kaggle/input/musait/dataset/basket/negative_682.jpg,1,,negative
negative_683.jpg,/kaggle/input/musait/dataset/basket/negative_683.jpg,1,,negative
negative_684.jpg,/kaggle/input/musait/dataset/basket/negative_684.jpg,1,,negative
negative_685.jpg,/kaggle/input/musait/dataset/basket/negative_685.jpg,1,,negative
negative_686.jpg,/kaggle/input/musait/dataset/basket/negative_686.jpg,1,,negative
negative_687.jpg,/kaggle/input/musait/dataset/basket/negative_687.jpg,1,,negative
negative_688.jpg,/kaggle/input/musait/dataset/basket/negative_688.jpg,1,,negative
negative_689.jpg,/kaggle/input/musait/dataset/basket/negative_689.jpg,1,,negative
negative_690.jpg,/kaggle/input/musait/dataset/basket/negative_690.jpg,1,,negative
negative_691.jpg,/kaggle/input/musait/dataset/basket/negative_691.jpg,1,,negative
negative_692.jpg,/kaggle/input/musait/dataset/basket/negative_692.jpg,1,,negative
negative_693.jpg,/kaggle/input/musait/dataset/basket/negative_693.jpg,1,,negative
negative_694.jpg,/kaggle/input/musait/dataset/basket/negative_694.jpg,1,,negative
negative_695.jpg,/kaggle/input/musait/dataset/basket/negative_695.jpg,1,,negative
negative_696.jpg,/kaggle/input/musait/dataset/basket/negative_696.jpg,1,,negative
negative_697.jpg,/kaggle/input/musait/dataset/basket/negative_697.jpg,1,,negative
negative_698.jpg,/kaggle/input/musait/dataset/basket/negative_698.jpg,1,,negative
negative_699.jpg,/kaggle/input/musait/dataset/basket/negative_699.jpg,1,,negative
negative_700.jpg,/kaggle/input/musait/dataset/basket/negative_700.jpg,1,,negative
negative_701.jpg,/kaggle/input/musait/dataset/basket/negative_701.jpg,1,,negative
negative_702.jpg,/kaggle/input/musait/dataset/basket/negative_702.jpg,1,,negative
negative_703.jpg,/kaggle/input/musait/dataset/basket/negative_703.jpg,1,,negative
negative_704.jpg,/kaggle/input/musait/dataset/basket/negative_704.jpg,1,,negative
negative_705.jpg,/kaggle/input/musait/dataset/basket/negative_705.jpg,1,,negative
negative_706.jpg,/kaggle/input/musait/dataset/basket/negative_706.jpg,1,,negative
negative_707.jpg,/kaggle/input/musait/dataset/basket/negative_707.jpg,1,,negative
negative_708.jpg,/kaggle/input/musait/dataset/basket/negative_708.jpg,1,,negative
negative_709.jpg,/kaggle/input/musait/dataset/basket/negative_709.jpg,1,,negative
negative_710.jpg,/kaggle/input/musait/dataset/basket/negative_710.jpg,1,,negative
negative_711.jpg,/kaggle/input/musait/dataset/basket/negative_711.jpg,1,,negative
negative_712.jpg,/kaggle/input/musait/dataset/basket/negative_712.jpg,1,,negative
negative_713.jpg,/kaggle/input/musait/dataset/basket/negative_713.jpg,1,,negative
negative_714.jpg,/kaggle/input/musait/dataset/basket/negative_714.jpg,1,,negative
negative_715.jpg,/kaggle/input/musait/dataset/basket/negative_715.jpg,1,,negative
negative_716.jpg,/kaggle/input/musait/dataset/basket/negative_716.jpg,1,,negative
negative_717.jpg,/kaggle/input/musait/dataset/basket/negative_717.jpg,1,,negative
negative_718.jpg,/kaggle/input/musait/dataset/basket/negative_718.jpg,1,,negative
negative_719.jpg,/kaggle/input/musait/dataset/basket/negative_719.jpg,1,,negative
negative_720.jpg,/kaggle/input/musait/dataset/basket/negative_720.jpg,1,,negative
negative_721.jpg,/kaggle/input/musait/dataset/basket/negative_721.jpg,1,,negative
negative_722.jpg,/kaggle/input/musait/dataset/basket/negative_722.jpg,1,,negative
negative_723.jpg,/kaggle/input/musait/dataset/basket/negative_723.jpg,1,,negative
negative_724.jpg,/kaggle/input/musait/dataset/basket/negative_724.jpg,1,,negative
negative_725.jpg,/kaggle/input/musait/dataset/basket/negative_725.jpg,1,,negative
negative_726.jpg,/kaggle/input/musait/dataset/basket/negative_726.jpg,1,,negative
negative_727.jpg,/kaggle/input/musait/dataset/basket/negative_727.jpg,1,,negative
negative_728.jpg,/kaggle/input/musait/dataset/basket/negative_728.jpg,1,,negative
negative_729.jpg,/kaggle/input/musait/dataset/basket/negative_729.jpg,1,,negative
negative_730.jpg,/kaggle/input/musait/dataset/basket/negative_730.jpg,1,,negative
negative_731.jpg,/kaggle/input/musait/dataset/basket/negative_731.jpg,1,,negative
negative_732.jpg,/kaggle/input/musait/dataset/basket/negative_732.jpg,1,,negative
negative_733.jpg,/kaggle/input/musait/dataset/basket/negative_733.jpg,1,,negative
negative_734.jpg,/kaggle/input/musait/dataset/basket/negative_734.jpg,1,,negative
negative_735.jpg,/kaggle/input/musait/dataset/basket/negative_735.jpg,1,,negative
negative_736.jpg,/kaggle/input/musait/dataset/basket/negative_736.jpg,1,,negative
negative_737.jpg,/kaggle/input/musait/dataset/basket/negative_737.jpg,1,,negative
negative_738.jpg,/kaggle/input/musait/dataset/basket/negative_738.jpg,1,,negative
negative_739.jpg,/kaggle/input/musait/dataset/basket/negative_739.jpg,1,,negative
negative_740.jpg,/kaggle/input/musait/dataset/basket/negative_740.jpg,1,,negative
negative_741.jpg,/kaggle/input/musait/dataset/basket/negative_741.jpg,1,,negative
negative_742.jpg,/kaggle/input/musait/dataset/basket/negative_742.jpg,1,,negative
negative_743.jpg,/kaggle/input/musait/dataset/basket/negative_743.jpg,1,,negative
negative_744.jpg,/kaggle/input/musait/dataset/basket/negative_744.jpg,1,,negative
negative_745.jpg,/kaggle/input/musait/dataset/basket/negative_745.jpg,1,,negative
negative_746.jpg,/kaggle/input/musait/dataset/basket/negative_746.jpg,1,,negative
negative_747.jpg,/kaggle/input/musait/dataset/basket/negative_747.jpg,1,,negative
negative_748.jpg,/kaggle/input/musait/dataset/basket/negative_748.jpg,1,,negative
negative_749.jpg,/kaggle/input/musait/dataset/basket/negative_749.jpg,1,,negative
negative_750.jpg,/kaggle/input/musait/dataset/basket/negative_750.jpg,1,,negative
negative_751.jpg,/kaggle/input/musait/dataset/basket/negative_751.jpg,1,,negative
negative_752.jpg,/kaggle/input/musait/dataset/basket/negative_752.jpg,1,,negative
negative_753.jpg,/kaggle/input/musait/dataset/basket/negative_753.jpg,1,,negative
negative_754.jpg,/kaggle/input/musait/dataset/basket/negative_754.jpg,1,,negative
negative_755.jpg,/kaggle/input/musait/dataset/basket/negative_755.jpg,1,,negative
negative_756.jpg,/kaggle/input/musait/dataset/basket/negative_756.jpg,1,,negative
negative_757.jpg,/kaggle/input/musait/dataset/basket/negative_757.jpg,1,,negative
negative_758.jpg,/kaggle/input/musait/dataset/basket/negative_758.jpg,1,,negative
negative_759.jpg,/kaggle/input/musait/dataset/basket/negative_759.jpg,1,,negative
negative_760.jpg,/kaggle/input/musait/dataset/basket/negative_760.jpg,1,,negative
negative_761.jpg,/kaggle/input/musait/dataset/basket/negative_761.jpg,1,,negative
negative_762.jpg,/kaggle/input/musait/dataset/basket/negative_762.jpg,1,,negative
negative_763.jpg,/kaggle/input/musait/dataset/basket/negative_763.jpg,1,,negative
negative_764.jpg,/kaggle/input/musait/dataset/basket/negative_764.jpg,1,,negative
negative_765.jpg,/kaggle/input/musait/dataset/basket/negative_765.jpg,1,,negative
negative_766.jpg,/kaggle/input/musait/dataset/basket/negative_766.jpg,1,,negative
negative_767.jpg,/kaggle/input/musait/dataset/basket/negative_767.jpg,1,,negative
negative_768.jpg,/kaggle/input/musait/dataset/basket/negative_768.jpg,1,,negative
negative_769.jpg,/kaggle/input/musait/dataset/basket/negative_769.jpg,1,,negative
negative_770.jpg,/kaggle/input/musait/dataset/basket/negative_770.jpg,1,,negative
negative_771.jpg,/kaggle/input/musait/dataset/basket/negative_771.jpg,1,,negative
negative_772.jpg,/kaggle/input/musait/dataset/basket/negative_772.jpg,1,,negative
negative_773.jpg,/kaggle/input/musait/dataset/basket/negative_773.jpg,1,,negative
negative_774.jpg,/kaggle/input/musait/dataset/basket/negative_774.jpg,1,,negative
negative_775.jpg,/kaggle/input/musait/dataset/basket/negative_775.jpg,1,,negative
negative_776.jpg,/kaggle/input/musait/dataset/basket/negative_776.jpg,1,,negative
negative_777.jpg,/kaggle/input/musait/dataset/basket/negative_777.jpg,1,,negative
negative_778.jpg,/kaggle/input/musait/dataset/basket/negative_778.jpg,1,,negative
negative_779.jpg,/kaggle/input/musait/dataset/basket/negative_779.jpg,1,,negative
negative_780.jpg,/kaggle/input/musait/dataset/basket/negative_780.jpg,1,,negative
negative_781.jpg,/kaggle/input/musait/dataset/basket/negative_781.jpg,1,,negative
negative_782.jpg,/kaggle/input/musait/dataset/basket/negative_782.jpg,1,,negative
negative_783.jpg,/kaggle/input/musait/dataset/basket/negative_783.jpg,1,,negative
negative_784.jpg,/kaggle/input/musait/dataset/basket/negative_784.jpg,1,,negative
negative_785.jpg,/kaggle/input/musait/dataset/basket/negative_785.jpg,1,,negative
negative_786.jpg,/kaggle/input/musait/dataset/basket/negative_786.jpg,1,,negative
negative_787.jpg,/kaggle/input/musait/dataset/basket/negative_787.jpg,1,,negative
negative_788.jpg,/kaggle/input/musait/dataset/basket/negative_788.jpg,1,,negative
negative_789.jpg,/kaggle/input/musait/dataset/basket/negative_789.jpg,1,,negative
negative_790.jpg,/kaggle/input/musait/dataset/basket/negative_790.jpg,1,,negative
negative_791.jpg,/kaggle/input/musait/dataset/basket/negative_791.jpg,1,,negative
negative_792.jpg,/kaggle/input/musait/dataset/basket/negative_792.jpg,1,,negative
negative_793.jpg,/kaggle/input/musait/dataset/basket/negative_793.jpg,1,,negative
negative_794.jpg,/kaggle/input/musait/dataset/basket/negative_794.jpg,1,,negative
negative_795.jpg,/kaggle/input/musait/dataset/basket/negative_795.jpg,1,,negative
negative_796.jpg,/kaggle/input/musait/dataset/basket/negative_796.jpg,1,,negative
negative_797.jpg,/kaggle/input/musait/dataset/basket/negative_797.jpg,1,,negative
negative_798.jpg,/kaggle/input/musait/dataset/basket/negative_798.jpg,1,,negative
negative_799.jpg,/kaggle/input/musait/dataset/basket/negative_799.jpg,1,,negative
negative_800.jpg,/kaggle/input/musait/dataset/basket/negative_800.jpg,1,,negative
negative_801.jpg,/kaggle/input/musait/dataset/basket/negative_801.jpg,1,,negative
negative_802.jpg,/kaggle/input/musait/dataset/basket/negative_802.jpg,1,,negative
negative_803.jpg,/kaggle/input/musait/dataset/basket/negative_803.jpg,1,,negative
negative_804.jpg,/kaggle/input/musait/dataset/basket/negative_804.jpg,1,,negative
negative_805.jpg,/kaggle/input/musait/dataset/basket/negative_805.jpg,1,,negative
negative_806.jpg,/kaggle/input/musait/dataset/basket/negative_806.jpg,1,,negative
negative_807.jpg,/kaggle/input/musait/dataset/basket/negative_807.jpg,1,,negative
negative_808.jpg,/kaggle/input/musait/dataset/basket/negative_808.jpg,1,,negative
negative_809.jpg,/kaggle/input/musait/dataset/basket/negative_809.jpg,1,,negative
negative_810.jpg,/kaggle/input/musait/dataset/basket/negative_810.jpg,1,,negative
negative_811.jpg,/kaggle/input/musait/dataset/basket/negative_811.jpg,1,,negative
negative_812.jpg,/kaggle/input/musait/dataset/basket/negative_812.jpg,1,,negative
negative_813.jpg,/kaggle/input/musait/dataset/basket/negative_813.jpg,1,,negative
negative_814.jpg,/kaggle/input/musait/dataset/basket/negative_814.jpg,1,,negative
negative_815.jpg,/kaggle/input/musait/dataset/basket/negative_815.jpg,1,,negative
negative_816.jpg,/kaggle/input/musait/dataset/basket/negative_816.jpg,1,,negative
negative_817.jpg,/kaggle/input/musait/dataset/basket/negative_817.jpg,1,,negative
negative_818.jpg,/kaggle/input/musait/dataset/basket/negative_818.jpg,1,,negative
negative_819.jpg,/kaggle/input/musait/dataset/basket/negative_819.jpg,1,,negative
negative_820.jpg,/kaggle/input/musait/dataset/basket/negative_820.jpg,1,,negative
negative_821.jpg,/kaggle/input/musait/dataset/basket/negative_821.jpg,1,,negative
negative_822.jpg,/kaggle/input/musait/dataset/basket/negative_822.jpg,1,,negative
negative_823.jpg,/kaggle/input/musait/dataset/basket/negative_823.jpg,1,,negative
negative_824.jpg,/kaggle/input/musait/dataset/basket/negative_824.jpg,1,,negative
negative_825.jpg,/kaggle/input/musait/dataset/basket/negative_825.jpg,1,,negative
negative_826.jpg,/kaggle/input/musait/dataset/basket/negative_826.jpg,1,,negative
negative_827.jpg,/kaggle/input/musait/dataset/basket/negative_827.jpg,1,,negative
negative_828.jpg,/kaggle/input/musait/dataset/basket/negative_828.jpg,1,,negative
negative_829.jpg,/kaggle/input/musait/dataset/basket/negative_829.jpg,1,,negative
negative_830.jpg,/kaggle/input/musait/dataset/basket/negative_830.jpg,1,,negative
negative_831.jpg,/kaggle/input/musait/dataset/basket/negative_831.jpg,1,,negative
negative_832.jpg,/kaggle/input/musait/dataset/basket/negative_832.jpg,1,,negative
negative_833.jpg,/kaggle/input/musait/dataset/basket/negative_833.jpg,1,,negative
negative_834.jpg,/kaggle/input/musait/dataset/basket/negative_834.jpg,1,,negative
negative_835.jpg,/kaggle/input/musait/dataset/basket/negative_835.jpg,1,,negative
negative_836.jpg,/kaggle/input/musait/dataset/basket/negative_836.jpg,1,,negative
negative_837.jpg,/kaggle/input/musait/dataset/basket/negative_837.jpg,1,,negative
negative_838.jpg,/kaggle/input/musait/dataset/basket/negative_838.jpg,1,,negative
negative_839.jpg,/kaggle/input/musait/dataset/basket/negative_839.jpg,1,,negative
negative_840.jpg,/kaggle/input/musait/dataset/basket/negative_840.jpg,1,,negative
negative_841.jpg,/kaggle/input/musait/dataset/basket/negative_841.jpg,1,,negative
negative_842.jpg,/kaggle/input/musait/dataset/basket/negative_842.jpg,1,,negative
negative_843.jpg,/kaggle/input/musait/dataset/basket/negative_843.jpg,1,,negative
negative_844.jpg,/kaggle/input/musait/dataset/basket/negative_844.jpg,1,,negative
negative_845.jpg,/kaggle/input/musait/dataset/basket/negative_845.jpg,1,,negative
negative_846.jpg,/kaggle/input/musait/dataset/basket/negative_846.jpg,1,,negative
negative_847.jpg,/kaggle/input/musait/dataset/basket/negative_847.jpg,1,,negative
negative_848.jpg,/kaggle/input/musait/dataset/basket/negative_848.jpg,1,,negative
negative_849.jpg,/kaggle/input/musait/dataset/basket/negative_849.jpg,1,,negative
negative_850.jpg,/kaggle/input/musait/dataset/basket/negative_850.jpg,1,,negative
negative_851.jpg,/kaggle/input/musait/dataset/basket/negative_851.jpg,1,,negative
negative_852.jpg,/kaggle/input/musait/dataset/basket/negative_852.jpg,1,,negative
negative_853.jpg,/kaggle/input/musait/dataset/basket/negative_853.jpg,1,,negative
negative_854.jpg,/kaggle/input/musait/dataset/basket/negative_854.jpg,1,,negative
negative_855.jpg,/kaggle/input/musait/dataset/basket/negative_855.jpg,1,,negative
negative_856.jpg,/kaggle/input/musait/dataset/basket/negative_856.jpg,1,,negative
negative_857.jpg,/kaggle/input/musait/dataset/basket/negative_857.jpg,1,,negative
negative_858.jpg,/kaggle/input/musait/dataset/basket/negative_858.jpg,1,,negative
negative_859.jpg,/kaggle/input/musait/dataset/basket/negative_859.jpg,1,,negative
negative_860.jpg,/kaggle/input/musait/dataset/basket/negative_860.jpg,1,,negative
negative_861.jpg,/kaggle/input/musait/dataset/basket/negative_861.jpg,1,,negative
negative_862.jpg,/kaggle/input/musait/dataset/basket/negative_862.jpg,1,,negative
negative_863.jpg,/kaggle/input/musait/dataset/basket/negative_863.jpg,1,,negative
negative_864.jpg,/kaggle/input/musait/dataset/basket/negative_864.jpg,1,,negative
negative_865.jpg,/kaggle/input/musait/dataset/basket/negative_865.jpg,1,,negative
negative_866.jpg,/kaggle/input/musait/dataset/basket/negative_866.jpg,1,,negative
negative_867.jpg,/kaggle/input/musait/dataset/basket/negative_867.jpg,1,,negative
negative_868.jpg,/kaggle/input/musait/dataset/basket/negative_868.jpg,1,,negative
negative_869.jpg,/kaggle/input/musait/dataset/basket/negative_869.jpg,1,,negative
negative_870.jpg,/kaggle/input/musait/dataset/basket/negative_870.jpg,1,,negative
negative_871.jpg,/kaggle/input/musait/dataset/basket/negative_871.jpg,1,,negative
negative_872.jpg,/kaggle/input/musait/dataset/basket/negative_872.jpg,1,,negative
negative_873.jpg,/kaggle/input/musait/dataset/basket/negative_873.jpg,1,,negative
negative_874.jpg,/kaggle/input/musait/dataset/basket/negative_874.jpg,1,,negative
negative_875.jpg,/kaggle/input/musait/dataset/basket/negative_875.jpg,1,,negative
negative_876.jpg,/kaggle/input/musait/dataset/basket/negative_876.jpg,1,,negative
negative_877.jpg,/kaggle/input/musait/dataset/basket/negative_877.jpg,1,,negative
negative_878.jpg,/kaggle/input/musait/dataset/basket/negative_878.jpg,1,,negative
negative_879.jpg,/kaggle/input/musait/dataset/basket/negative_879.jpg,1,,negative
negative_880.jpg,/kaggle/input/musait/dataset/basket/negative_880.jpg,1,,negative
negative_881.jpg,/kaggle/input/musait/dataset/basket/negative_881.jpg,1,,negative
negative_882.jpg,/kaggle/input/musait/dataset/basket/negative_882.jpg,1,,negative
negative_883.jpg,/kaggle/input/musait/dataset/basket/negative_883.jpg,1,,negative
negative_884.jpg,/kaggle/input/musait/dataset/basket/negative_884.jpg,1,,negative
negative_885.jpg,/kaggle/input/musait/dataset/basket/negative_885.jpg,1,,negative
negative_886.jpg,/kaggle/input/musait/dataset/basket/negative_886.jpg,1,,negative
negative_887.jpg,/kaggle/input/musait/dataset/basket/negative_887.jpg,1,,negative
negative_888.jpg,/kaggle/input/musait/dataset/basket/negative_888.jpg,1,,negative
negative_889.jpg,/kaggle/input/musait/dataset/basket/negative_889.jpg,1,,negative
negative_890.jpg,/kaggle/input/musait/dataset/basket/negative_890.jpg,1,,negative
negative_891.jpg,/kaggle/input/musait/dataset/basket/negative_891.jpg,1,,negative
negative_892.jpg,/kaggle/input/musait/dataset/basket/negative_892.jpg,1,,negative
negative_893.jpg,/kaggle/input/musait/dataset/basket/negative_893.jpg,1,,negative
negative_894.jpg,/kaggle/input/musait/dataset/basket/negative_894.jpg,1,,negative
negative_895.jpg,/kaggle/input/musait/dataset/basket/negative_895.jpg,1,,negative
negative_896.jpg,/kaggle/input/musait/dataset/basket/negative_896.jpg,1,,negative
negative_897.jpg,/kaggle/input/musait/dataset/basket/negative_897.jpg,1,,negative
negative_898.jpg,/kaggle/input/musait/dataset/basket/negative_898.jpg,1,,negative
